,Tweets,Etiquetas
247,"Ahora si que me despido! a lavar los piños y ¨pa¨ la cama! Hola @lucia_miguel un beso de buenas noches para ti, que veo que acabas de llegar",P
248,Tu q sabes seguro q me has entendido  @antoniocamunas :),P+
249,"Sintonía total entre Rajoy y Zapatero, con importantes matices de Rubalcaba. La recepción del día de la Constitución http://t.co/DFCfKAhA",P
250,Merkel y Sarkozy se rinden a los encantos del presidente Rajoy http://t.co/b79seDyj vía @Semanaldigital,P+
251,"RT @nurvaca: Sr. Mas, no garantizar una sanidad publica de calidad universal es anticonstitucional ,por eso no celebra dia  constitucion?",N
252,la noticia es la q he contado en el @TelediarioInter Un alto cargo del PSOE declarara como testigo ante la juez del 11m antes de Navidad.,NONE
253,"Buenos días. Sin Presidente del Gobierno pleno y sin verdadero líder d la oposición, los partidos se ponen d acuerdo. Luego es posible!",N+
254,A los güenos días.,NONE
255,"Nadie le cree, pero jura y perjura q sí, q deja la política y se va a Walt Disney. Los corrillos del Congreso con @susannagriso",NONE
256,"Europa se construye recortando Estado del Bienestar? Austeridad si, pero inteligente: Estado del Bienestar moderno e inversión cree empleo",N
257,No dejeis de ver el video que acabo de RT con la declaración de J-70. Fijaos en Bermudez en los minutos 17 y 21. Zougam merece otro juicio.,P
258,"#Bdías!! vaya tiempo que hace hoy: niebla, que parece que estamos en la boca del lobo, y frío, mucho frío. Apetece algo calentido pal cuerpo",N+
259,"Buenos días,os adjunto mi columna hoy en @abc_es sobre la necesidad d una reforma constitucional http://t.co/xxg5WzUk",P
260,"De dónde saldrá el dinero para el banco malo de Rajoy, según el WSJ.  http://t.co/hn1cffmm",N
261,A vosotros RT @TuDNIe: Gracias Marivi RT @mariviromero Me encanta ver por aqui a @TuDNIe ;-)),P+
262,Sobre una amiga y compañera de partido... http://t.co/DIdNQLdJ,P
263,Interesante análisis de @iurquizu sobre los retos del socialismo. http://t.co/KMWhgzqd,P+
264,La aventura de dibujar Málaga http://t.co/vIyo2tt1,NONE
265,"igualmente!!!“@susannagriso: Te responderé dentro de nueve meses, @Buenafuente. Un inmenso placer tenerte hoy en @ESPEJOPUBLICO.”",P
266,En Periodistas 21: Hablar a la televisión http://t.co/zFLbBBrd,NONE
267,"A las 3 en @A3noticias, los pilotos de Iberia ponen en riesgo el viaje de Navidad de miles de personas: huelga los días 18 y 29 de diciembre",N+
268,A las 3 en @A3noticias os contaremos algunas de las noticias sobre las que más se ha tuiteado en 2011,NONE
269,Queremos potenciar y estimular a los mejores alumnos. Será impartido por profesores funcionarios.,P
270,"Si eso, Bono podía haber convocado la última diputación permanente del congreso el lunes a las 11 de la noche... Sólo lo ha hecho a las 6,30",NEU
271,"La novia de Cristiano Ronaldo, Irina de nombre, prefiere ""jugar"" sin camiseta, se vé que no aprecia tanto los colores. http://t.co/7hNdwoDD",N
272,"Por qué no se exige a los bancos intervenidos con dinero público una linea d crédito para PYMES, autónomos y nuevas empresas que contraten?",N+
273,"Otra lectura navideña recomendada: El reto de Rajoy, de @oscarelia y Rafa Bardají",P
274,¿Por qué el felipismo suspende su cena conciabulo? Se lo contamos en el @TelediarioInter 20:30,N
275,Sinde echa mano de chequera para beneficiar a sus amigos. Se lo contamos en nuestro Top secret. @TelediarioInter 20:30,N+
276,Andalucía pretende 'robar' los colegios de los curas y monjas. Se lo contamos en el @TelediarioInter 20:30,N
277,España pide eurobonos. Se lo contamos desde Marsella. @TelediarioInter 20:30,NONE
278,De la Torre espera llegar a un acuerdo con el Puerto por el traslado de los cruceristas http://t.co/9QCE54mX,P
279,El Ayuntamiento plantea un proyecto que mejora la accesibilidad del Teatro Romano http://t.co/vVOaFm3p,P+
280,Yo nunca he dicho eso “@JorgeAlacid1: @martagllera @pedroj_ramirez Pero no habíamos quedado en que fue ETA?”,N+
281,Hoy en el Gato: Juan Rosell. A favor del banco malo? http://t.co/Babt1ab7,N
282,Mañana contamos en EL PAÍS la charla con la que Iñaki Urdangarín convenció a Jaume Matas para firmar el convenio de Nóos. ¿De ...,P+
283,"Empezamos en @MundoaCuestas con @carloscuestaveo @InquisidorTV @ChaniHenares @SantiAbascal Eduardo Inda, Ricardo Martin y Luis Peiró #VeoTV",NONE
284,Llaman a IU antisistema por denunciar la reforma que los mercados han hecho a la Constitución. ¿Y ellos que son? ¿Anticonstitucionales?,N
285,Jeje.. RT @MariadeOnate @Tonicanto1 Lo siento pero esta mañana me he echado unas risas a tu costa ;),P
286,"Interesante: militantes @PSOE q votan delegados Congreso RT “@ReginoMateo: Guadalajara, abriendo camino http://t.co/PWPGYClW” V @martagaston",P+
287,RT @alopezmillan: @mariviromero octava polīticamcon + seguidores en twitter en España. @agarzon decimotercro. http://t.co/uAXYtJI2 vía @ ...,NONE
288,"RT:“@fernavarro17: ""En los periódicos falta calor, sudor.. humanidad"". Gran entrevista sobre periodismo http://t.co/vDBsdOsT” vía @ceciliab",NEU
289,Una lástima lo de hoy pero esto no termina acá. En el fútbol siempre hay revancha y tenemos equipo para pelear por grandes cosas,N
290,A vosotros siempre ;-)) RT @90mn90d: @mariviromero Gracias! :),P+
291,Mucho insomne por aquí... ¿Será por el presunto puente o por el 'recorte' de la familia real? :-),NEU
292,Se han callado. Habrá pasado algo?,NONE
293,Gracias a los 40 principales Chile que se ha unido a http://t.co/CyYeL9dS podeis visitar la (cont) http://t.co/t0lTwsd1,P+
294,"Ahora dicen que regalan la CAM al Banco Sabadell a cargo del fondo de garantía. Se olvidan del FROB, financiado con fondos públicos.",P
295,Mis disculpas a @jcacho por confundirlo con Jesús Cacho.,N
296,El duque ofreció a Matas su amistad con Leblanc para llevar el Tour a Baleares y lograr el contrato del millón ... http://t.co/7Sv2OP3F,P
297,Rajoy acaba de entrar en la asamblea del PP Europeo. Sonriente y a punto de comenzar maratón de reuniones,P
298,La heredera en la sombra del imperio Zara http://t.co/hVyUUwYQ,P
299,"+10 RT: “@carlos__alsina: Los lectores de Chaves Nogales, de enhorabuena. http://t.co/9IW7y0sT”",P+
300,#malagaconabraham  http://t.co/aqbfkKvw,NONE
301,Rajoy ha estado hora y media reunido con Barroso analizando las diferentes posturas de cara a la Cumbre de la UE,NONE
302,@jesusmarana @mjguemes @sgueina a ver si es verdad...,NONE
303,"Excelente resumen de la presentación del último disco de Bebe, escrito  por Fermín Zabalegui @1000maneras http://t.co/5MkZ8opU",P+
304,De camino a tu nuevo restaurante @sergiarola68 ! Tendremos sitio?,NONE
305,Y el menú increíble http://t.co/n5UILJXl,P+
306,España es el país con más sobrecualificación laboral de toda la Unión Europea http://t.co/ebgd7Zoc,N
307,Cambio de conversación: de déficit a crecimiento.“@FareedZakaria: http://t.co/CUIQ7e7t”,NEU
308,@sanchez_sonia ya nos contarás si explota Europa (como dice Sarkozy),N
309,"Rajoy cumple lo que   le manda la troika : Más recortes sociales,  el banco malo pagado por los ciudadanos y devaluar empleo y  salarios",N
310,Los videos sobre la final de la Copa Davis subidos a Youtube alcanzan más de 580.000 visitas #copadavis,P
311,"La bolsa baja, la prima sube. ¿La razón? Que el BCE sigue negándose a actuar en el mercado de la deuda por el veto alemán.",N
312,Plan de ciudados paliativos para menores http://t.co/uwckd1sp,NONE
313,RT @FdoFrances: Wayne Gonzales en el Centro de Arte Contemporáneo de Málaga @cacmalaga | Kedin.es http://t.co/QMphgh8u vía @kedin,NONE
314,El Gobierno en funciones indulta a dos empresarios condenados por defraudar 27 millones http://t.co/kwR10L1Q / vía @iescolar,N
315,Termina la cumbre de Marsella. #Rajoy ofrece compromiso con el déficit y exige capacidad de decisión para España.,NEU
316,"RT @PaquiVicente: Cosmeticos de lujo y una suite en Moscu el despilfarro final de Sinde http://t.co/uJofOOuh Ah bueeeno, es que la Suite ...",N
317,Me parece indignante que la Ministra Sinde gaste 1180 e por noche en un hotel de Moscú . Con  1 noche come 1 familia de 4 personas 3 meses,N
318,Q lo paguen ellos RT @joseantoniodelp: @mariviromero @migar_ @miguehijano @ahora_andal Últimos días de Mentiras y gordas. saludos,N
319,"es verdad “@NataliaPastor:  Pero a Miguel Montes no, el preso más antiguo de España que lleva 35 años en la cárcel.Vergonzoso y vomitivo.”",N
320,Que bien esta @icacabelos en el @TelediarioInter enhorabuena pelirroja!,P+
321,"Será temprano, pero yo me muero de sueño!!!! Que descanséis todos!!!!  Muak",P+
322,"Lo que has de hacer, hazlo pronto “@rafiln: @isangeis pues mira... Cuando me lea EPN de @pedroj_ramirez me lo leeré. :) jaja!”",P+
323,Zzzzzxz....,NONE
324,¿Alguien tiene ya el #newtwitter?,NONE
325,"Los líderes de los 27 siguen discutiendo, sus portavoces vendiéndonos que hay acuerdo en el fondo pero que discuten la forma... #euco",N
326,"Hoy la Ertzaintza ha descubierto un""ZULO""con armamento de ETA oculto en montes de Bizkaia entre municipios de Abadiano y ELORRIO",N
327,"Curiosidad del insomne. Rajoy pide poder de bloqueo sobre fondo de rescate. Si no se lo dan, ¿sería fracaso suyo, de ZP o de los dos?",N
328,"http://t.co/9LcJhqsb os dejo con las fotos del concierto de Palma de Mallorca, veréis que visita de lujo he recibido esta noche...",P+
329,".@paugasol hace dos días:""Muchos rumores estos días... Yo me centro en el trabajo diario y en la ilusión de volver a jugar con mi equipo!”",P+
330,Resumen de la larga y agria noche en Bruselas: pacto fiscal sin Reino Unido y otros http://t.co/Kgw6ZHwX by @basteiro #euco,N
331,"Me falta información para valorar la reforma d la UE aprobada esta noche. Espero q ""nuevo"" euro no solo tenga cruz sino también, cara.",NEU
332,"Después d comprometerlo en conversaciones internacionales, quiero saber como va Rajoy a recortar los 30.000 m d euros de déficit en 2012.",NEU
333,Bdías. Que el Reino Unido se quede fuera indica que los paises del euro han dado un paso clave en la buena dirección de la Unión Fiscal.,P+
334,"Rajoy actuó ayer por primera vez como jefe de Gobierno y entró en Europa pisando fuerte, prometiendo y exigiendo. Lo mismo que hizo Aznar.",P+
335,Portada El Mundo http://t.co/BF6RfGzF ...,NONE
336,Portada La Razón http://t.co/734BejJw ...,NONE
337,Última entrada de #ZP al Consejo UE. Sonriente #euco,P
338,"Intentando llegar a un pacto con los virus para que depongan las armas y su actitud. 
Inmunidad a cambio de inmunidad.",NEU
339,"A la ofensa, oídos sordos. Es jodido cuando te arrancan la mandíbula de un zarpazo #malditosorcos",N
340,Ahora??? #toolate ....Zapatero ofrece rigor en nombre de Rajoy para recobrar peso en la UE http://t.co/IgiEjbrU,P
341,";-)))) RT @ceslava: @mariviromero @verescreer gracias, aún faltan unos días pero no sé si tendré tiempo de hacer algo para celebrarlo",NEU
342,RT: “@ojomagico: Un periodista obtiene el documento que explica a qué tiene miedo el Reino Unido. http://t.co/crxjc6dp”,N
343,RT @sanchez_sonia Papelón #ZP entre el chipriota y el irlandés sin traductores y sin poder hablar. En adelante el papelón será de Rajoy,N
344,"Merkel, Sarko y Barroso charlando en pie. Cameron sentado solo con cara de enfado #euco",N
345,Encontrado nuevo zulo con explosivos en el País Vasco. Mientras ETA exista el camino es seguir combatiéndola.,N+
346,";-))) RT @JuvenalSoto: @mariviromero Con tu permiso, me sumo a ese #FF para @borissoler",P+
347,#FF a @Latanace y @RaquelMartos porque son las reinas del mundo (y del mío).,P+
348,Jajajaja! Me río por no llorar!! RT @xipirona @Tonicanto1 en Cuba no hay una dictadura,N+
349,#FF para @ElenaWilson2. Ella ya sabe...,P+
350,Increíble  q aún exista gente que defienda el régimen cubano.Este verano en Cuba no oí a nadie hacerlo!Esa izquierda trasnochada española...,N
351,Lo pasamos muy bien “@MaEugeniaLopez: @LidiaSanzPerez Te recomiendo que no le falles. Es un lujo saludarle en persona. http://t.co/3X342H79”,P+
352,Cameron rechaza reformar el Tratado de Lisboa y el acuerdo se limitará a 23 países europeos http://t.co/ODXQArSN,NEU
353,"A las 3 en @A3noticias, os enseñaremos la casa en la que vivirá la familia Zapatero tras dejar Moncloa",NONE
354,Zapatero dice que Rajoy ha comprendido perfectamente que no haya calado su idea del veto con solo el 10% para el fondo de rescate europeo.,P
355,Gracias chicos“@QueDicen_com: @PaulaVazquezTV: la última estrella ya brilla en Antena 3 http://t.co/sgtYTYng [http://t.co/4u7OLDDU]”,P+
356,"Túnel de los Roquillos, El Hierro. Su cierre durante semanas causó pérdidas ecas considerables http://t.co/0cDSOqUy",N+
357,"¿En qué se supone que ha cedido Merkel en esta ""dura negociación""?",N
358,Mijas cierra una treintena de encuentros con touroperadores antes de Fitur http://t.co/0akJRCf6,NONE
359,"Eso es ;-)) RT @ccifuentes: @JuananSanzNunez Por supuesto que nos veremos en #Sevilla, un besazo :-) @mariviromero",P+
360,"Lo de Guardiola no es una rueda de prensa, es un alarde de paciencia. Ojalá ahora se transforme en Bebe y nos echemos unas risas.",P+
361,"Ironía, por qué le abandonas.",N
362,"El gobierno de Canarias aun no se ha enterado que la Cumbre europea era sobre el futuro del euro, no sobre la ultraperificidad..",NONE
363,"RT @JuandeVi: Crafts Market Málaga, domingo 11 de 10:00 a 15:00 horas, Plaza de la Merced.¿Te lo vas a perder? http://t.co/RKZOsdZd @Cra ...",NONE
364,"Todo mi apoyo y mi cariño a Luis Aizpeolea, gran periodista y excelente persona",P+
365,¡Lo mejor de mi timeline está disponible! http://t.co/PLbGUQKc ▸ Historias del día por @cfopabloalboran @los40_spain @trendsmadrid,P
366,Los 10 mandamientos para hacer una buena campaña electoral 2.0  http://t.co/U6y5mkQi,P+
367,"""€uropa se £ibra"", nuestra conclusión de la cumbre del euro y el aislamiento definitivo del Reino Unido.http://t.co/JonHrkET#portadaEPC",N+
368,Este tema os dejo hoy amig@s. Sergio Dalma y Rafita (que será de mi ). Buenas noches. Bs.  http://t.co/p5TW8rKl,P
369,Qué tragedia la de estos cubanos que han perdido la vida buscando su libertad! Este Castro no paga ni ... http://t.co/WLnTBiB3,N+
370,"""No hay lector con algún problema muy particular que no lo encuentre mencionado en la primera novela que se decida a leer"" Iñaki Uriarte",P+
371,La suerte de la fea la guapa la desea #tipicasfrasesdeabuela,NEU
372,Comienza el turno de los oyentes en @ProtasRadio,NONE
373,Estoy harto del clásico. Qué cansino todo el mundo con el partido. Creo que Pep saldrá con defensa de 3.,N
374,"Jajaja me hacéis reír, y MUCHO. Si fuera un pelota os diría que sois los mejores followers del mundo. Pero como soy yo, os digo vais bien.",P+
375,"¿Os gusta la nueva aplicación de Twitter? A mi me despista bastante. ¿Qué ventajas le veis sobre la anterior? Yo, de momento, ninguna.",N+
376,"Bonus #ePeriódico: Josep Piqué analiza para EL PERIÓDICO la cumbre del euro: ""¿Es posible Europa sin el Reino Unido?"" http://t.co/985cq8aD",NONE
377,Que tengáis un buen día familia!!! BESOS Y ABRAZO DE GOL PARA TOD@S !!!,P+
378,"El BOE publica hoy el indulto de Alfredo Sáenz con 'indulgencia plenaria'. Es decir, se borran excepcionalmente los antecedentes penales.",P
379,El indulto a Sáenz borra los antecedentes penales para q pueda cumplir con la honorab q exige la normativa bancaria,P+
380,@sanchez_sonia @lacelda24601 @sgueina @jesusmarana @sebas__martin de cómo twitter se convierte en un comedor de necesitados,NONE
381,Jajajajajja la mierda del nuevo twitter locooooo me tiene......,N+
382,.@jesusmarana La charla entre Enric González y Martí Gómez debería animarnos a crear #maestrosquetuvimos.http://t.co/JbJqzxgV vía @el_pais,P+
383,.@Fgarea @CarmelaRios @bieitorubido  @carmenmorodo @carlosecue @sindolafuente ¿Qué os parece #maestrosquetuvimos? Cuenta el tuyo.,NONE
384,“@PaquiVicente: Hola @rafam_simancas! Me haces un RT para encontrar el perro de @anapalacio? En la foto está la info! http://t.co/jvbv7FED”,N
385,@JuanMoscosodelP animo.y ojo,NEU
386,Con @rafacanooficial en Cadena Dial http://t.co/8AFBoDcC,NONE
387,"Encantado en conoceros “@alipass: http://t.co/sjkojUvw aquí en la redacción de El Mundo, gracias. ha sido todo un placer cc @mondadientes”",P+
388,"Y los etarras encarcelados no son unos pobres perseguidos por su pensamiento, son delincuentes que por fanatismo han hecho cosas terribles.",N+
389,"Muy bueno: RT @LatigoalCongres @Tonicanto1 Buenas Diputado RT please, gracias. SaludosEl tercer jinete http://t.co/ZoILXNun",P+
390,"Habrá que ir calentando los motores para esta noche... Y no, no es que vaya a ver el clásico ;)",N
